question,answer
안녕라세요 다름이아니고 아파트 구입을할려고하는데 신랑꺼로해서 신용대출을뽑을거고따로 제 개인대출로 조금받아야 하는상황인대영향에 지장이잇는지??은행에서는 지정이크게 따로 없다고 해서요형님들 아파트 구입 할때 조언좀 부탁드릴게요처음이여서…,"답변드리겠습니다.​두분 각각 앞으로 추가 신용대출 또는 잔금일 당일에 맞춰 잔금신용대출 방식으로 추가대출 체크해볼수도있구요.​주택담보대출 어느분 앞으로 진행하실거죠????​한분 앞으로 주택담보대출 진행하면서 배우자님 앞으로 매매잔금대출 상품도 이용할수있습니다.​----------------------------------------------------------------------------------------------------------​* 기타 추가 문의시 [ 아이디명] 또는 [ 프로필] ◀◁ ""확인"" 바랍니다.​* 채택 및 좋아요 부탁드리며, 채택시 지급되는 소중한 해피빈은 불우이웃 돕기에 모두 사용됩니다.​▩▩▩▩▩▩▩▩▩▩▩▩▩▩▩▩▩▩▩▩▩▩▩▩▩▩▩▩▩▩▩▩ [프로필""클릭""]​ 문의 010 5415 9981 프로필 : 네이버 지식iN 상담 010 5415 9981 카톡 jungeun9981 2020년, 2023년 경제분야지식인 부동산담보대출 * 금융상품담보대출 분야 1위답변자 친절한 금융 상담 * 무엇이든 물어보세요. kin.naver.com 알립니다. 1. 질문 내용에 따른 간략한 정보 내용이며, 신용 및 기타 금융거래패턴에 따른 차등적용됩니다.2. 네이버 지식인 이용규정에 따라 특정 회사명 및 개인정보를 노출할 수 없는점 양해바랍니다.3. 어떠한 경우라도 대출 진행에 있어 불법수수료 요구 없습니다.4. 해당 금융사 정식등록 상담사 및 여신금융협회 정식등록여부 체크 바랍니다. 정부 디딤돌이나보금자리론대출이면 dti60%비율안에서가능하구요​일반대출이면 dsr비율안에서는문제안됩니다​주담대상품에따라다르구요​각각 자격조건에따라 받는것은 문제안됩니다​정확한상황을알아야합니다. 긴 복사글이 아닌 직접 작성하여 진실되게 답변드리겠습니다. ​질문1 - 아파트 구입을할려고하는데 1금융권 주택담보인정비율(LTV)은 시세의 70%까지 입니다.방공제 없는 금융기관도 있습니다.생애최초시 80%까지 입니다.​일반 담보대출 금리는 현재농*손해보험 금리 연 최저 4.17%~ 5년 고정금리하*은행 금리 연 최저 4.34%~ 5년 고정금리 가장 저렴합니다. (같은 은행이라도 지점에 따라 금리가 다를수 있습니다.은행 정식상담사에게 안내 받으시면, 최저금리 적용되실수 있습니다.) - 대출이 많이 필요하시면1금융 70~80% + 2금융 15% 결합상품이 가장 유리합니다. 선순위 금리 4.4%~ + 후순위 금리 8.5%~로합산 금리는 연 최저 4.8%~ 입니다.​ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ​질문2 - 따로 제 개인대출로 조금받아야 하는상황인대영향에 지장이잇는지??소득을 첨부하는 것이 아니라면, 영향 없습니다.​​ㅡ ㅡ답변 채택 해주시면 감사하겠습니다. 실례가 될 수도 있겠지만,,,질문내용으로 봐서는 온라인 질문은 의미가 없습니다.​직접 인근 중개업소라도 방문해서 상담을 받은 다음에질문하는게 나을 것입니다.​​"
"처음 자취를 시작하는 초년생입니다.어제 가계약 100만원을 걸고 온 상황인데 그당시 위반건축물이지만 맨 윗가구가 샷시(?) 증축으로 인해 위반되었고, 해당부분을 계속 벌금으로 내고 있다고 하세요.크게 대출을 받을 일은 없지만 보증금 3,000만 월세 40만으로 가계약을 해둔 상황입니다.보증금이 적은 돈이 아닌지라 보증보험 이야기를 하니 월세는 보증보험을 잘 들지 않고 전입신고, 확정일자 가능하니 그걸로 최우선변제금을 받으니까 문제 없다고 하시는데 위반건축물이라는 이유로 혹여 이 보증금을 못 돌려 받을까 너무너무 걱정됩니다.등기부등본상 근저당은 아얘 없고 을구 깨끗합니다(건물,토지 모두 확인), 이건물 말고도 3개의 건물을 보유중이시더라구요.이 집 안전할까요 ㅠㅠ 제가 들어가도 괜찮은 집일까요..??","예전에는 위반건축물이 별로 문제되지는 않았는데,어느 시점부턴가 금융기관이 대출을 제한하기 시작했습니다.​계약 만료 후 후속 임차인을 구하기 어려울 수는 있겠으나,임차인으로서 대출받을 계획이 없고,소액임차인으로서 최우선변제가 가능한 정도의 보증금이라면 안심해도 됩니다.​가성비 좋고 맘에 든다면 계약해도 됩니다.​​ ​위반 건축물은 위험 요소입니다.보증금 회수 불안할 수 있어요.신중하게 결정하세요.​"
"안녕하세요 제가 거주할 월세집을 찾던 중에 괜찮은 매물이 나와서 공인중개사랑 같이 해당 매물에 방문해서 보는데세탁기 놓는 위치가 발코니 더라구요,근데 생각보다 발코니가 좀 좁은거 같아서, 고민하고 있는데 공인중개사가무조건 들어간다고 걱정말라고 해서 계약금을 집주인에게 입금했습니다.근데 느낌이 좀 안좋아서 다시가서 줄자로 실측을 해보니 공간이 부족 하더라구요,처음에 부동산에서 알려준 넓이랑 무려 15cm이나 부족했습니다.그래서 계약은 못하겠다고 했습니다.그럼 새로운 새입자를 빨리 구해서 계약금 넣은걸 돌려받을수있게 해준다고 하는데만약 새로운 세입자를 못구하거나 늦게 구하면 제가 입금한 계약금은 받을수있나요...(중개사,집주인)?중개사가 제대로 확인도 안하고 알려준 정보로 인한거니 받을 수 있겠죠?","임대인측에서 양해하지 않는다면 계약이 취소될 수 있다고는 장담하지 못합니다.​그걸 실측하는게 고난도의 기술을 사용하는 것도 아니기에반드시 공인중개사의 잘못이라고 할 수도 없습니다.​공인중개사의 잘못이 얼마나 되는지는 소송을 해 봐야 알 수 있어요.아마도 당사자 잘못 95%, 공인중개사 잘못 5% 정도 판결이 나지 않을까 싶네요.​​"
계약금만 넣고 계약서랑 잔금은 월요일에 치르고 전입신고 확정일자 받으려는데 문제될까요? 걔약도 주말은 하지말라는 사람이 잇어서ㅜㅜ 계약금망 입금하믄건데도 불리해지나요?,그냥 계약하려는 중개사의 답변을 받으세요.​ 보증금이 비교적 소액 즉 500이나 1000 만원 정도일 경우 등기부를 통해 소유주 및 설정사항 확인 후 공인중개사를 믿고 계약금 10%를 임대인 실명계좌로 입금한다면 주말이라도 문제될 것 없습니다. 그 이상의 보증금이라면 임대인과 통화를 해보시거나 직접 만나 계약을 하시는게 안전하겠죠. 물론 전세 등 몇천 이상되는 거액의 보증금일 경우는 임대인의 실명계좌라도 반드시 임대인과 직접 만나야합니다.
"질문드립니다. 제목 그대로 중기청 전세대출을 이용하여 살고 있는데요,기간이 만료 되기 전에 일본에 유학을 가게 되었습니다.해외체류 신고를 하고 일본에서 전입신고를 하면바로 전세금을 반환해야한다고 하는데.. 바로 세입자가 구해지면 좋겠지만,세입자 구하는데 시간이 걸리고, 출국은 해야 할때 어떻게 해야할지 모르겠어서요.이 경우 해결할 수 있는 방법이 있을까요?",가족이 계속 거주한다면 문제되지 않습니다.​​
"제 지인이 2025년 1월 17일 월셋방 계약을 2년으로 했는데 , 사정이 생겨서 빼야 되는 상황입니다제가 알기론 계약기간전에 빼면 못 받는걸로 알고 있는데혹시 보증금을 받을 수 있는 방법이 있을까요?","계약서 상으로 받기는 어렵습니다.​지금 상황에서 해야할 것은 다음 세입자를 구하는 것입니다​혼자 구할 수 없으니 계약을 진행한 부동산에 미리 연락해서 해당 내용을 상의하시길 바랍니다​직접 연락하는 것도 좋지만 부동산을 통해서 미리 대안을 마련한 다음 연락을 하는 것이 낫습니다 만기까지 기다리든지,주인의 양해를 얻어 후속 임차인을 구해주는 수 밖에 없습니다.​​ 임대인에게 중도해지 동의받아서 새 임차인 구해주고 임대인이 내야할 중개보수 내주면 됩니다"
"부동산 구입을 위해 알아보던 도중 서울과 ,강남구, 서초구의 아파트 자가 비율 자료나 통계가 있으면알고싶습니다.",개인정보는 통계 자료로 발표될 수 없습니다.
전세사기피해자 인정을 받고 압류를 통해 운좋게 보증금을 회수하면 어떻게 되나요. 그래도 전세사기피해자지원 받을수 있는걸까요?????,전세사기피해자 인정을 받고 압류를 통해 운좋게 보증금을 회수하면 어떻게 되나요. 그래도 전세사기피해자지원 받을수 있는걸까요?????==> 전세사기 피해자로 선정된다면 보증금 회수를 하였다면 기타 지원여부까지 규정된 지침이 없고 선정된 인원도 큰 혜택이 없는 만큼 현실에 만족을 하심이 적절합니다. 설사 전세사기 관련 피해를 보상 받는다고 하더라도그 보상액이 실제 손해액을 초과 수령한다면... 그것은 범죄에 해당할 수도 있음을 주의해야 합니다.​국가사무를 처리하는 사람이 그렇게 어리석지는 않습니다.​
집을 원래 저녁11시까지도 보여줄수있나요? 그리고 당일날 부동산 찾아가서 늦은시간에 보러가는것도 가능한가요? 남친이 이사갈 자취방을 보고왔는데 너무 늦게보고 부동산 대화내용도없고 방사진도 안찍었다길래요,*.*.11시보다는 토.일요일 보시는게 개안아 보입니다
옵션에 티비 냉장고 세탁.기 있으면 혹 빼달.라하면 빼주나요..?세탁기 티비. 냉장고 저희꺼 못쓰죠?,"잘 안 빼줍니다.빼서 어디다 둘 곳이 만만치 않거든요.일단은 강력하게 잘 얘기를 해보셔야 합니다. 임대인과 협상해 보아야 합니다. 빼주는 경우도 있고, 보관할 장소가 없다고 그냥 쓰라고 하는 경우도 있습니다.​​ 네 가능해요! 네 가능해요"
"다가구주택에서 19.3.29. ~ 25.3.29. 최초계약 1회, 계약갱신청구권 1회, 재계약 1회로 전입신고 및 확정일자 1순위, 보증보험 가입하여 거주하여 살고 있습니다.24.11.4.에 25.1.1.기준으로 퇴거 요청을 하였으나 집주인 사정이 좋지 못하여다른 세입자가 들어오지 않으면 보증금 반환이 불가하다는 답변을 받았습니다.그리고 24.12.25.기준으로 다른세대도 보증금 반환을 요청했으나 불가하다고 안내받고법적절차로 진행한다고 들었습니다.그 다른세대의 계약 상황은 모르겠으나 24.12.25. 기준으로 임차권등기 설정을 한다는 상황을 가정하면저는 재계약인 상황이라 임대인에게 계약해지 통보 후 3개월 효력이 없는것으로 알고 있고25.3.29. 이후에 임차권등기 설정을 할 수 있는 상황으로 판단됩니다.여기서제가 전입신고, 확정일자 1순위인데다른세대에서 먼저 임차권 등기 설정을 한다면나중에 경매로 넘어갔을 경우제게 불이익이 있을까요?그리고 저도 25.3.29. 전에 임차권 등기 설정할 방법이 있을까요?","임차권등기명령에 의한 임차권등기의 의미는임차인이 계속적으로 점유및전입신고를 유지하지 않더라고확보된 대항력을 그대로 유지하려는 데에 있습니다.​다시 말하면, 다가구주택에서 여러건의 임차권등기명령이 이루어졌다고 해도그 등기 시점에 상관없이 임차인이 확보한 대항력 취득일이 기준이 됩니다.질문자가 최고 선순위임차인이라면 임차권등기는 언제 하더라도 최고 선순위입니다.​구체적인 사항은 다음 링크를 참고하세요. 임차권등기 명령 임차권등기명령, 임차권등기, 임차권... 우선 간단히 설명합니다. 전세권이나 임차권 등기는 임대인이 동의... blog.naver.com ​ ​다른 세대가 임차권 등기시경매시 불이익 가능성 있습니다.25.3.29. 전에 설정 방법은임대인과 협의하거나 법적 절차검토해야 합니다.​ ​다른 세대 임차권 등기가 먼저 이루어지면경매 시 불이익이 있을 수 있습니다.재계약 중이라 계약 해지 후임차권 등기 설정은 제한됩니다.​"
월세벙을 암묵적 갱신이후에 제가 8월에 9월 말까지만 살고 방을뺀다고 말을 했는데 현재까지 안빠졌네요.그럼에도 제가 월세를 계속 내야하나요?아니면 돌려받을 수 있나요?방빼기 3개월 전에 통보시에는 받을 수 있다고 아는데방빼고나서 월세를 3개월을 부담해서 여쭤봅니다.,"계약했던 중개업소의 설명을 먼저 들어보고질문하는게 좋겠습니다.​해지 통지를 했어도 3개월은 월세를 부담해야 하며,3개월 경과 후라도 방을 빼지 않았다면 월세는 계속 부담해야 합니다. 암묵적 갱신 후 월세를 계속 납부해야 해용 방을 빼기 3개월 전에 통보하지 않았기 때문에 보증금을 돌려받을 수 없을 거에요~"
안녕하세요 남편이 25년도에 주재원으로 해외를 나가게 되어서거주중인 집을 매매하려고 합니다. 명의는 남편 명의입니다.이때 와이프인 제가 대리인으로 매매가 가능한가요?그리고 다른 주택을 매매 할 때도 제가 대리인으로 매매 가능할까요?,"위임장을 받아 처리할 수 있습니다.​​ 가능합니다.인감도장, 등기필정보(등기필증)는 있어야 합니다.인감도장 있다면 위임장, 인감증명서 만들 수 있으니 대리로 대신 매매할 수 있습니다.매도용 인감증명서까지만 부인이 대신해주면 매매도 가능합니다.매매에 필요한 서류만 떼서 주면 됩니다.인감도장, 등기필정보, 남편 신분증만 가지고 있다면 진행할 수 있습니다.부동산 사무소, 법무사 사무소에서도 절차를 안내해 줄 것입니다."
